Response_ID	Annotation_ID	Segment_Type	Correction
R005160	2	Ayah	قُلْ مَنْ يَرْزُقُكُمْ مِنَ السَّمَاءِ وَالْأَرْضِ أَمَّنْ يَمْلِكُ السَّمْعَ وَالْأَبْصَارَ وَمَنْ يُخْرِجُ الْحَيَّ مِنَ الْمَيِّتِ وَيُخْرِجُ الْمَيِّتَ مِنَ الْحَيِّ وَمَنْ يُدَبِّرُ الْأَمْرَ ۚ فَسَيَقُولُونَ اللَّهُ ۚ فَقُلْ أَفَلَا تَتَّقُونَ
R005161	9	matn	أَنَّ رَسُولَ اللهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ لَمَّا أَرَادَ أَنْ يَبْعَثَ مُعَاذًا إِلَى الْيَمَنِ قَالَ : كَيْفَ تَقْضِي إِذَا عَرَضَ لَكَ قَضَاءٌ ؟ قَالَ : أَقْضِي بِكِتَابِ اللهِ . قَالَ : فَإِنْ لَمْ تَجِدْ فِي كِتَابِ اللهِ ؟ قَالَ : فَبِسُنَّةِ رَسُولِ اللهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ قَالَ : فَإِنْ لَمْ تَجِدْ فِي سُنَّةِ رَسُولِ اللهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ وَلَا فِي كِتَابِ اللهِ ؟ قَالَ : أَجْتَهِدُ بِرَأْيِي وَلَا آلُو ، فَضَرَبَ رَسُولُ اللهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ صَدْرَهُ ، فَقَالَ : الْحَمْدُ لِلهِ الَّذِي وَفَّقَ رَسُولَ رَسُولِ اللهِ لِمَا يُرْضِي رَسُولَ اللهِ . ||| أَنَّ رَسُولَ اللهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ بَعَثَ مُعَاذًا إِلَى الْيَمَنِ فَقَالَ: كَيْفَ تَقْضِي؟ فَقَالَ: أَقْضِي بِمَا فِي كِتَابِ اللهِ ، قَالَ: فَإِنْ لَمْ يَكُنْ فِي كِتَابِ اللهِ؟ قَالَ: فَبِسُنَّةِ رَسُولِ اللهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ ، قَالَ: فَإِنْ لَمْ يَكُنْ فِي سُنَّةِ رَسُولِ اللهِ؟ قَالَ: أَجْتَهِدُ رَأْيِي ، قَالَ: الْحَمْدُ لِلهِ الَّذِي وَفَّقَ رَسُولَ رَسُولِ اللهِ
R005169	5	matn	أَلَا إِنِّي أُوتِيتُ الْكِتَابَ وَمِثْلَهُ مَعَهُ ، أَلَا يُوشِكُ رَجُلٌ شَبْعَانُ عَلَى أَرِيكَتِهِ يَقُولُ عَلَيْكُمْ بِهَذَا الْقُرْآنِ ، فَمَا وَجَدْتُمْ فِيهِ مِنْ حَلَالٍ فَأَحِلُّوهُ ، وَمَا وَجَدْتُمْ فِيهِ مِنْ حَرَامٍ فَحَرِّمُوهُ ، أَلَا لَا يَحِلُّ لَكُمُ الْحِمَارُ الْأَهْلِيُّ ، وَلَا كُلُّ ذِي نَابٍ مِنَ السَّبُعِ ، وَلَا لُقَطَةُ مُعَاهَدٍ إِلَّا أَنْ يَسْتَغْنِيَ عَنْهَا صَاحِبُهَا ، وَمَنْ نَزَلَ بِقَوْمٍ فَعَلَيْهِمْ أَنْ يَقْرُوهُ ، فَإِنْ لَمْ يَقْرُوهُ فَلَهُ أَنْ يُعْقِبَهُمْ بِمِثْلِ قِرَاهُ .
R005169	6	matn	كُلُّ أُمَّتِي يَدْخُلُونَ الْجَنَّةَ إِلَّا مَنْ أَبَى قَالُوا: يَا رَسُولَ اللهِ ، وَمَنْ يَأْبَى؟ قَالَ: مَنْ أَطَاعَنِي دَخَلَ الْجَنَّةَ ، وَمَنْ عَصَانِي فَقَدْ أَبَى .
R005173	5	matn	مُرُوا أَوْلَادَكُمْ بِالصَّلَاةِ وَهُمْ أَبْنَاءُ سَبْعِ سِنِينَ ، وَاضْرِبُوهُمْ عَلَيْهَا وَهُمْ أَبْنَاءُ عَشْرِ سِنِينَ ، وَفَرِّقُوا بَيْنَهُمْ فِي الْمَضَاجِعِ ||| مُرُوا الصَّبِيَّ بِالصَّلَاةِ إِذَا بَلَغَ سَبْعَ سِنِينَ ، وَإِذَا بَلَغَ عَشْرَ سِنِينَ فَاضْرِبُوهُ عَلَيْهَا .
R005178	4	matn	قُلْتُ : يَا رَسُولَ اللهِ مَا حَقُّ زَوْجَةِ أَحَدِنَا عَلَيْهِ ، قَالَ : أَنْ تُطْعِمَهَا إِذَا طَعِمْتَ ، وَتَكْسُوَهَا إِذَا اكْتَسَيْتَ أَوِ اكْتَسَبْتَ ، وَلَا تَضْرِبِ الْوَجْهَ وَلَا تُقَبِّحْ وَلَا تَهْجُرْ إِلَّا فِي الْبَيْتِ
R005178	12	matn	سَأَلْتُ عَائِشَةَ : مَا كَانَ النَّبِيُّ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ يَصْنَعُ فِي بَيْتِهِ؟ قَالَتْ: كَانَ يَكُونُ فِي مِهْنَةِ أَهْلِهِ ، تَعْنِي خِدْمَةَ أَهْلِهِ ، فَإِذَا حَضَرَتِ الصَّلَاةُ خَرَجَ إِلَى الصَّلَاةِ . ||| سَأَلْتُ عَائِشَةَ ، مَا كَانَ النَّبِيُّ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ يَصْنَعُ فِي أَهْلِهِ قَالَتْ: كَانَ فِي مِهْنَةِ أَهْلِهِ ، فَإِذَا حَضَرَتِ الصَّلَاةُ قَامَ إِلَى الصَّلَاةِ . ||| سَأَلْتُ عَائِشَةَ رَضِيَ اللهُ عَنْهَا ، مَا كَانَ النَّبِيُّ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ يَصْنَعُ فِي الْبَيْتِ؟ قَالَتْ: كَانَ فِي مِهْنَةِ أَهْلِهِ ، فَإِذَا سَمِعَ الْأَذَانَ خَرَجَ . ||| أَيُّ شَيْءٍ كَانَ النَّبِيُّ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ يَصْنَعُ إِذَا دَخَلَ بَيْتَهُ؟ قَالَتْ: كَانَ يَكُونُ فِي مِهْنَةِ أَهْلِهِ ، فَإِذَا حَضَرَتِ الصَّلَاةُ قَامَ فَصَلَّى
R005179	3	matn	سُئِلَ رَسُولُ اللهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ عَنِ السَّمْنِ وَالْجُبْنِ وَالْفِرَاءِ ، قَالَ: الْحَلَالُ مَا أَحَلَّ اللهُ فِي كِتَابِهِ ، وَالْحَرَامُ مَا حَرَّمَ اللهُ فِي كِتَابِهِ ، وَمَا سَكَتَ عَنْهُ فَهُوَ مِمَّا عَفَا عَنْهُ . ||| سُئِلَ رَسُولُ اللهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ عَنِ السَّمْنِ وَالْجُبْنِ وَالْفِرَاءِ ، فَقَالَ: الْحَلَالُ مَا أَحَلَّ اللهُ فِي كِتَابِهِ ، وَالْحَرَامُ مَا حَرَّمَ اللهُ فِي كِتَابِهِ ، وَمَا سَكَتَ عَنْهُ فَهُوَ مِمَّا عَفَا عَنْهُ
R005179	8	matn	إِنَّ اللهَ عَزَّ وَجَلَّ حَرَّمَ عَلَيْكُمْ عُقُوقَ الْأُمَّهَاتِ ، وَوَأْدَ الْبَنَاتِ ، وَمَنْعًا وَهَاتِ ، وَكَرِهَ لَكُمْ ثَلَاثًا ؛ قِيلَ وَقَالَ ، وَكَثْرَةَ السُّؤَالِ ، وَإِضَاعَةَ الْمَالِ . ||| إِنَّ اللهَ حَرَّمَ عَلَيْكُمْ : عُقُوقَ الْأُمَّهَاتِ وَوَأْدَ الْبَنَاتِ ، وَمَنْعٍ وَهَاتِ ، وَكَرِهَ لَكُمْ : قِيلَ وَقَالَ ، وَكَثْرَةَ السُّؤَالِ ، وَإِضَاعَةَ الْمَالِ . ||| إِنَّ اللهَ حَرَّمَ عَلَيْكُمْ عُقُوقَ الْأُمَّهَاتِ ، وَمَنْعٍ وَهَاتِ ، وَوَأْدَ الْبَنَاتِ ، وَكَرِهَ لَكُمْ قِيلَ وَقَالَ ، وَكَثْرَةَ السُّؤَالِ ، وَإِضَاعَةَ الْمَالِ . ||| كَتَبَ الْمُغِيرَةُ إِلَى مُعَاوِيَةَ : سَلَامٌ عَلَيْكَ ، أَمَّا بَعْدُ ، فَإِنِّي سَمِعْتُ رَسُولَ اللهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ يَقُولُ : إِنَّ اللهَ حَرَّمَ ثَلَاثًا ، وَنَهَى عَنْ ثَلَاثٍ ؛ حَرَّمَ عُقُوقَ الْوَالِدِ ، وَوَأْدَ الْبَنَاتِ ، وَلَا وَهَاتِ ، وَنَهَى عَنْ ثَلَاثٍ ؛ قِيلَ وَقَالَ ، وَكَثْرَةِ السُّؤَالِ ، وَإِضَاعَةِ الْمَالِ .
R005180	5	Ayah	فَإِنْ لَمْ تَفْعَلُوا فَأْذَنُوا بِحَرْبٍ مِنَ اللَّهِ وَرَسُولِهِ ۖ وَإِنْ تُبْتُمْ فَلَكُمْ رُءُوسُ أَمْوَالِكُمْ لَا تَظْلِمُونَ وَلَا تُظْلَمُونَ
R005186	1	Ayah	وَإِذْ قَالَ إِبْرَاهِيمُ رَبِّ أَرِنِي كَيْفَ تُحْيِي الْمَوْتَىٰ ۖ قَالَ أَوَلَمْ تُؤْمِنْ ۖ قَالَ بَلَىٰ وَلَـٰكِنْ لِيَطْمَئِنَّ قَلْبِي ۖ قَالَ فَخُذْ أَرْبَعَةً مِنَ الطَّيْرِ فَصُرْهُنَّ إِلَيْكَ ثُمَّ اجْعَلْ عَلَىٰ كُلِّ جَبَلٍ مِنْهُنَّ جُزْءًا ثُمَّ ادْعُهُنَّ يَأْتِينَكَ سَعْيًا ۚ وَاعْلَمْ أَنَّ اللَّهَ عَزِيزٌ حَكِيمٌ
R005187	3	matn	إِنَّ النَّاسَ شَكُّوا فِي صِيَامِ رَسُولِ اللهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ يَوْمَ عَرَفَةَ ، فَأَرْسَلَتْ إِلَيْهِ مَيْمُونَةُ بِحِلَابِ اللَّبَنِ ، وَهُوَ وَاقِفٌ فِي الْمَوْقِفِ ، فَشَرِبَ مِنْهُ ، وَالنَّاسُ يَنْظُرُونَ إِلَيْهِ ||| أَنَّ النَّاسَ شَكُّوا فِي صِيَامِ النَّبِيِّ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ يَوْمَ عَرَفَةَ ، فَأَرْسَلَتْ إِلَيْهِ بِحِلَابٍ ، وَهُوَ وَاقِفٌ فِي الْمَوْقِفِ ، فَشَرِبَ مِنْهُ وَالنَّاسُ يَنْظُرُونَ . ||| شَكَّ النَّاسُ فِي صِيَامِ رَسُولِ اللهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ يَوْمَ عَرَفَةَ ، فَأَرْسَلْتُ إِلَيْهِ بِإِنَاءٍ فِيهِ لَبَنٌ فَشَرِبَ ، ||| أَنَّ نَاسًا تَمَارَوْا عِنْدَهَا يَوْمَ عَرَفَةَ فِي صَوْمِ رَسُولِ اللهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ ، فَقَالَ بَعْضُهُمْ : هُوَ صَائِمٌ ، وَقَالَ بَعْضُهُمْ : لَيْسَ بِصَائِمٍ ، فَأَرْسَلَتْ إِلَيْهِ بِقَدَحِ لَبَنٍ وَهُوَ وَاقِفٌ عَلَى بَعِيرِهِ بِعَرَفَةَ ، فَشَرِبَ . ||| أَنَّ نَاسًا تَمَارَوْا عِنْدَهَا يَوْمَ عَرَفَةَ فِي صِيَامِ رَسُولِ اللهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ فَقَالَ بَعْضُهُمْ : هُوَ صَائِمٌ ، وَقَالَ بَعْضُهُمْ : لَيْسَ بِصَائِمٍ ، فَأَرْسَلْتُ إِلَيْهِ بِقَدَحِ لَبَنٍ ، وَهُوَ وَاقِفٌ عَلَى بَعِيرِهِ بِعَرَفَةَ فَشَرِبَهُ . ||| أَنَّ نَاسًا تَمَارَوْا عِنْدَهَا يَوْمَ عَرَفَةَ فِي صَوْمِ النَّبِيِّ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ ، فَقَالَ بَعْضُهُمْ : هُوَ صَائِمٌ ، وَقَالَ بَعْضُهُمْ : لَيْسَ بِصَائِمٍ ، فَأَرْسَلَتْ إِلَيْهِ بِقَدَحِ لَبَنٍ ، وَهُوَ وَاقِفٌ عَلَى بَعِيرِهِ ، فَشَرِبَهُ . ||| أَنَّ نَاسًا اخْتَلَفُوا عِنْدَهَا يَوْمَ عَرَفَةَ فِي صَوْمِ النَّبِيِّ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ ، فَقَالَ بَعْضُهُمْ: هُوَ صَائِمٌ ، وَقَالَ بَعْضُهُمْ: لَيْسَ بِصَائِمٍ ، فَأَرْسَلْتُ إِلَيْهِ بِقَدَحِ لَبَنٍ ، وَهُوَ وَاقِفٌ عَلَى بَعِيرِهِ ، فَشَرِبَهُ
R005196	6	matn	أَنَّ امْرَأَةً سَوْدَاءَ كَانَتْ تَقُمُّ الْمَسْجِدَ ، أَوْ شَابًّا فَفَقَدَهَا رَسُولُ اللهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ فَسَأَلَ عَنْهَا ، أَوْ عَنْهُ ، فَقَالُوا: مَاتَ قَالَ: أَفَلَا كُنْتُمْ آذَنْتُمُونِي ، قَالَ: فَكَأَنَّهُمْ صَغَّرُوا أَمْرَهَا ، أَوْ أَمْرَهُ فَقَالَ: دُلُّونِي عَلَى قَبْرِهِ فَدَلُّوهُ فَصَلَّى عَلَيْهَا ثُمَّ قَالَ: إِنَّ هَذِهِ الْقُبُورَ مَمْلُوءَةٌ ظُلْمَةً عَلَى أَهْلِهَا ، وَإِنَّ اللهَ عَزَّ وَجَلَّ يُنَوِّرُهَا لَهُمْ بِصَلَاتِي عَلَيْهِمْ
R005197	2	matn	كُلُّكُمْ رَاعٍ وَمَسْئُولٌ عَنْ رَعِيَّتِهِ وَالْإِمَامُ رَاعٍ وَمَسْئُولٌ عَنْ رَعِيَّتِهِ وَالرَّجُلُ رَاعٍ فِي أَهْلِهِ وَمَسْئُولٌ عَنْ رَعِيَّتِهِ وَالْمَرْأَةُ فِي بَيْتِ زَوْجِهَا رَاعِيَةٌ وَمَسْئُولَةٌ عَنْ رَعِيَّتِهَا وَالْخَادِمُ فِي مَالِ سَيِّدِهِ رَاعٍ وَمَسْئُولٌ عَنْ رَعِيَّتِهِ . قَالَ : وَحَسِبْتُ أَنْ قَدْ قَالَ : وَالرَّجُلُ رَاعٍ فِي مَالِ أَبِيهِ . ||| كُلُّكُمْ رَاعٍ وَمَسْؤُولٌ عَنْ رَعِيَّتِهِ ، فَالْإِمَامُ رَاعٍ وَهُوَ مَسْؤُولٌ عَنْ رَعِيَّتِهِ ، وَالرَّجُلُ فِي أَهْلِهِ رَاعٍ وَهُوَ مَسْؤُولٌ عَنْ رَعِيَّتِهِ ، وَالْمَرْأَةُ فِي بَيْتِ زَوْجِهَا رَاعِيَةٌ ، وَهِيَ مَسْؤُولَةٌ عَنْ رَعِيَّتِهَا ، وَالْخَادِمُ فِي مَالِ سَيِّدِهِ رَاعٍ وَهُوَ مَسْؤُولٌ عَنْ رَعِيَّتِهِ ، قَالَ : فَسَمِعْتُ هَؤُلَاءِ مِنْ رَسُولِ اللهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ ، وَأَحْسِبُ النَّبِيَّ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ قَالَ : وَالرَّجُلُ فِي مَالِ أَبِيهِ رَاعٍ ، وَهُوَ مَسْؤُولٌ عَنْ رَعِيَّتِهِ ، فَكُلُّكُمْ رَاعٍ وَكُلُّكُمْ مَسْؤُولٌ عَنْ رَعِيَّتِهِ . ||| كُلُّكُمْ رَاعٍ وَمَسْؤُولٌ عَنْ رَعِيَّتِهِ ، فَالْإِمَامُ رَاعٍ وَمَسْؤُولٌ عَنْ رَعِيَّتِهِ ، وَالرَّجُلُ فِي أَهْلِهِ رَاعٍ وَهُوَ مَسْؤُولٌ عَنْ رَعِيَّتِهِ ، وَالْمَرْأَةُ فِي بَيْتِ زَوْجِهَا رَاعِيَةٌ وَهِيَ مَسْؤُولَةٌ عَنْ رَعِيَّتِهَا ، وَالْخَادِمُ فِي مَالِ سَيِّدِهِ رَاعٍ وَهُوَ مَسْؤُولٌ عَنْ رَعِيَّتِهِ ، قَالَ : فَسَمِعْتُ هَؤُلَاءِ مِنَ النَّبِيِّ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ ، وَأَحْسِبُ النَّبِيَّ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ قَالَ : وَالرَّجُلُ فِي مَالِ أَبِيهِ رَاعٍ وَمَسْؤُولٌ عَنْ رَعِيَّتِهِ ، فَكُلُّكُمْ رَاعٍ ، وَكُلُّكُمْ مَسْؤُولٌ عَنْ رَعِيَّتِهِ . ||| أَلَا كُلُّكُمْ رَاعٍ وَكُلُّكُمْ مَسْؤُولٌ عَنْ رَعِيَّتِهِ ، فَالْإِمَامُ الَّذِي عَلَى النَّاسِ رَاعٍ وَهُوَ مَسْئُولٌ عَنْ رَعِيَّتِهِ ، وَالرَّجُلُ رَاعٍ عَلَى أَهْلِ بَيْتِهِ وَهُوَ مَسْئُولٌ عَنْ رَعِيَّتِهِ ، وَالْمَرْأَةُ رَاعِيَةٌ عَلَى أَهْلِ بَيْتِ زَوْجِهَا وَوَلَدِهِ وَهِيَ مَسْئُولَةٌ عَنْهُمْ ، وَعَبْدُ الرَّجُلِ رَاعٍ عَلَى مَالِ سَيِّدِهِ وَهُوَ مَسْئُولٌ عَنْهُ ، أَلَا فَكُلُّكُمْ رَاعٍ وَكُلُّكُمْ مَسْئُولٌ عَنْ رَعِيَّتِهِ . ||| أَلَا كُلُّكُمْ رَاعٍ ، وَكُلُّكُمْ مَسْئُولٌ عَنْ رَعِيَّتِهِ ، فَالْأَمِيرُ الَّذِي عَلَى النَّاسِ رَاعٍ وَمَسْئُولٌ عَنْ رَعِيَّتِهِ ، وَالرَّجُلُ رَاعٍ عَلَى أَهْلِ بَيْتِهِ وَهُوَ مَسْئُولٌ عَنْهُمْ ، وَالْمَرْأَةُ رَاعِيَةٌ عَلَى بَيْتِ بَعْلِهَا وَهِيَ مَسْئُولَةٌ عَنْهُ ، وَالْعَبْدُ رَاعٍ عَلَى مَالِ سَيِّدِهِ وَهُوَ مَسْئُولٌ عَنْهُ ، أَلَا فَكُلُّكُمْ رَاعٍ وَكُلُّكُمْ مَسْئُولٌ عَنْ رَعِيَّتِهِ ||| كُلُّكُمْ رَاعٍ وَكُلُّكُمْ مَسْئُولٌ ، فَالْإِمَامُ رَاعٍ وَهُوَ مَسْئُولٌ ، وَالرَّجُلُ رَاعٍ عَلَى أَهْلِهِ وَهُوَ مَسْئُولٌ ، وَالْمَرْأَةُ رَاعِيَةٌ عَلَى بَيْتِ زَوْجِهَا وَهِيَ مَسْئُولَةٌ ، وَالْعَبْدُ رَاعٍ عَلَى مَالِ سَيِّدِهِ وَهُوَ مَسْئُولٌ ، أَلَا فَكُلُّكُمْ رَاعٍ وَكُلُّكُمْ مَسْئُولٌ . ||| أَلَا كُلُّكُمْ رَاعٍ وَكُلُّكُمْ مَسْئُولٌ عَنْ رَعِيَّتِهِ ، فَالْأَمِيرُ الَّذِي عَلَى النَّاسِ رَاعٍ وَهُوَ مَسْئُولٌ عَنْ رَعِيَّتِهِ ، وَالرَّجُلُ رَاعٍ عَلَى أَهْلِ بَيْتِهِ وَهُوَ مَسْئُولٌ عَنْهُمْ ، وَالْمَرْأَةُ رَاعِيَةٌ عَلَى بَيْتِ بَعْلِهَا وَوَلَدِهِ وَهِيَ مَسْئُولَةٌ عَنْهُمْ ، وَالْعَبْدُ رَاعٍ عَلَى مَالِ سَيِّدِهِ وَهُوَ مَسْئُولٌ عَنْهُ ، أَلَا فَكُلُّكُمْ رَاعٍ وَكُلُّكُمْ مَسْئُولٌ عَنْ رَعِيَّتِهِ . ||| أَلَا كُلُّكُمْ رَاعٍ ، وَكُلُّكُمْ مَسْئُولٌ عَنْ رَعِيَّتِهِ ، فَالْأَمِيرُ الَّذِي عَلَى النَّاسِ رَاعٍ عَلَيْهِمْ وَهُوَ مَسْئُولٌ عَنْهُمْ ، وَالرَّجُلُ رَاعٍ عَلَى أَهْلِ بَيْتِهِ ، وَهُوَ مَسْئُولٌ عَنْهُمْ ، وَالْمَرْأَةُ رَاعِيَةٌ عَلَى بَيْتِ بَعْلِهَا وَوَلَدِهِ ، وَهِيَ مَسْئُولَةٌ عَنْهُمْ ، وَالْعَبْدُ رَاعٍ عَلَى مَالِ سَيِّدِهِ ، وَهُوَ مَسْئُولٌ عَنْهُ ، فَكُلُّكُمْ رَاعٍ وَكُلُّكُمْ مَسْئُولٌ عَنْ رَعِيَّتِهِ . ||| وَحَسِبْتُ أَنَّهُ قَدْ قَالَ: الرَّجُلُ رَاعٍ فِي مَالِ أَبِيهِ وَمَسْئُولٌ عَنْ رَعِيَّتِهِ . ||| كُلُّكُمْ رَاعٍ ، وَكُلُّكُمْ مَسْئُولٌ عَنْ رَعِيَّتِهِ ، وَالْأَمِيرُ رَاعٍ ، وَالرَّجُلُ رَاعٍ عَلَى أَهْلِ بَيْتِهِ ، وَالْمَرْأَةُ رَاعِيَةٌ عَلَى بَيْتِ زَوْجِهَا وَوَلَدِهِ ، فَكُلُّكُمْ رَاعٍ ، وَكُلُّكُمْ مَسْئُولٌ عَنْ رَعِيَّتِهِ .
R005198	2	matn	سَأَلَنِي يَهُودِيٌّ مِنْ أَهْلِ الْحِيرَةِ : أَيَّ الْأَجَلَيْنِ قَضَى مُوسَى ؟ قُلْتُ : لَا أَدْرِي ، حَتَّى أَقْدَمَ عَلَى حَبْرِ الْعَرَبِ فَأَسْأَلَهُ ، فَقَدِمْتُ فَسَأَلْتُ ابْنَ عَبَّاسٍ ، فَقَالَ : قَضَى أَكْثَرَهُمَا وَأَطْيَبَهُمَا ، إِنَّ رَسُولَ اللهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ إِذَا قَالَ فَعَلَ .
